step,candidate,chosen,n_customers,n_remaining,distance_to_candidate,remaining_capacity_ratio,candidate_demand_ratio,dist_candidate_to_depot,urgency_score
0,1,0,20,20,0.4880972787566904,1.0,0.27005582924804494,0.4880972787566904,0.26306934461077075
0,2,0,20,20,0.2299598607685547,1.0,0.26896933065500467,0.2299598607685547,0.26306934461077075
0,3,0,20,20,0.3086746254423922,1.0,0.3720593903126812,0.3086746254423922,0.26306934461077075
0,4,0,20,20,0.1870081927876708,1.0,0.34485833162691404,0.1870081927876708,0.26306934461077075
0,5,0,20,20,0.10674651410316201,1.0,0.3689921441729693,0.10674651410316201,0.26306934461077075
0,6,0,20,20,0.556349327465148,1.0,0.19053378310406482,0.556349327465148,0.26306934461077075
0,7,0,20,20,0.30616323322765293,1.0,0.3078367952153187,0.30616323322765293,0.26306934461077075
0,8,0,20,20,0.3334358342891291,1.0,0.3342513393915692,0.3334358342891291,0.26306934461077075
0,9,0,20,20,0.40937329629267954,1.0,0.2971038674604246,0.40937329629267954,0.26306934461077075
0,10,0,20,20,0.2403974999584691,1.0,0.2889598854866401,0.2403974999584691,0.26306934461077075
0,11,0,20,20,0.20609302218727735,1.0,0.24516853276587502,0.20609302218727735,0.26306934461077075
0,12,0,20,20,0.6701672882512205,1.0,0.2071123080575664,0.6701672882512205,0.26306934461077075
0,13,0,20,20,0.13151563314992323,1.0,0.3991468374725836,0.13151563314992323,0.26306934461077075
0,14,0,20,20,0.10086042698302329,1.0,0.10694596301762749,0.10086042698302329,0.26306934461077075
0,15,0,20,20,0.41167863338107596,1.0,0.26534568917375245,0.41167863338107596,0.26306934461077075
0,16,0,20,20,0.26788251327584506,1.0,0.18316780787135323,0.26788251327584506,0.26306934461077075
0,17,0,20,20,0.6108713118569652,1.0,0.25749404130224707,0.6108713118569652,0.26306934461077075
0,18,0,20,20,0.19042071376333064,1.0,0.1952398259049471,0.19042071376333064,0.26306934461077075
0,19,0,20,20,0.5518497679177962,1.0,0.18680631864627362,0.5518497679177962,0.26306934461077075
